  -180.00000    -83.83000
  -178.00000    -84.33000
  -174.00000    -84.50000
  -170.00000    -84.67000
  -166.00000    -84.92000
  -163.00000    -85.42000
  -158.00000    -85.42000
  -152.00000    -85.58000
  -146.00000    -85.33000
  -147.00000    -84.83000
  -151.00000    -84.50000
  -153.50000    -84.00000
  -153.00000    -83.50000
  -154.00000    -83.00000
  -154.00000    -82.50000
  -154.00000    -82.00000
  -154.50000    -81.50000
  -153.00000    -81.17000
  -150.00000    -81.00000
  -146.50000    -80.92000
  -145.50000    -80.67000
  -148.00000    -80.33000
  -150.00000    -80.00000
  -152.50000    -79.67000
  -155.00000    -79.25000
  -157.00000    -78.83000
  -158.00000    -78.50000
  -156.67000    -78.42000
  -154.50000    -78.50000
  -154.50000    -78.17000
  -156.67000    -78.08000
  -158.00000    -77.83000
  -158.33000    -77.50000
  -158.67000    -77.17000
  -157.00000    -77.00000
  -154.00000    -77.17000
  -153.00000    -77.58000
  -150.50000    -77.83000
  -148.00000    -77.67000
  -146.00000    -77.25000
  -146.00000    -76.75000
  -146.33000    -76.33000
  -146.67000    -75.92000
  -144.00000    -75.83000
  -142.00000    -75.58000
  -140.67000    -75.75000
  -140.00000    -75.42000
  -138.33000    -75.25000
  -136.67000    -75.00000
  -135.50000    -74.75000
  -133.00000    -74.75000
  -132.00000    -75.00000
  -130.83000    -75.42000
  -129.67000    -75.75000
  -128.00000    -76.00000
  -127.00000    -76.00000
  -126.83000    -75.67000
  -126.33000    -75.17000
  -125.50000    -74.67000
  -124.50000    -74.33000
  -123.33000    -73.83000
  -123.67000    -73.25000
  -122.33000    -73.25000
  -121.33000    -73.75000
  -120.00000    -74.00000
  -120.00000    -73.58000
  -118.33000    -73.67000
  -116.67000    -73.67000
  -116.33000    -73.83000
  -117.67000    -74.17000
  -117.67000    -74.67000
  -116.33000    -75.17000
  -113.67000    -75.25000
  -112.33000    -75.00000
  -112.50000    -74.50000
  -112.67000    -74.00000
  -112.00000    -73.67000
  -111.50000    -74.00000
  -111.00000    -74.50000
  -110.33000    -75.00000
  -108.67000    -75.17000
  -108.50000    -74.67000
  -109.50000    -74.50000
  -109.50000    -74.00000
  -108.33000    -74.00000
  -108.00000    -74.33000
  -108.50000    -74.67000
  -107.50000    -75.08000
  -106.00000    -75.08000
  -104.50000    -74.92000
  -104.50000    -74.58000
  -102.67000    -74.58000
  -101.33000    -74.75000
  -100.00000    -75.00000
   -99.50000    -74.75000
  -101.33000    -74.33000
  -100.67000    -74.00000
  -101.50000    -73.75000
  -101.50000    -73.50000
  -100.00000    -73.58000
         NaN          NaN
  -100.00000    -73.58000
   -99.00000    -73.42000
  -100.00000    -73.08000
  -101.33000    -73.25000
  -102.50000    -72.75000
  -101.33000    -72.67000
  -101.50000    -73.00000
   -99.67000    -72.92000
   -98.50000    -73.33000
   -98.00000    -73.08000
   -97.50000    -73.42000
   -97.50000    -73.75000
   -96.33000    -73.75000
   -96.00000    -73.42000
   -96.00000    -73.08000
   -97.50000    -72.92000
   -98.50000    -72.50000
   -99.67000    -72.17000
  -101.00000    -71.92000
   -99.83000    -71.75000
   -98.33000    -72.00000
   -97.00000    -71.83000
   -95.67000    -72.08000
   -95.67000    -72.42000
   -94.00000    -72.58000
   -92.25000    -72.75000
   -90.50000    -72.92000
   -88.75000    -72.92000
   -87.00000    -72.92000
   -85.50000    -73.08000
   -84.33000    -72.92000
   -83.00000    -72.83000
   -81.25000    -72.92000
   -79.50000    -73.00000
   -78.50000    -73.25000
   -78.67000    -72.83000
   -78.00000    -72.42000
   -76.50000    -72.58000
   -75.00000    -72.83000
   -74.00000    -73.00000
   -74.50000    -73.50000
   -73.00000    -73.42000
   -71.50000    -73.33000
   -70.00000    -73.17000
   -68.50000    -73.08000
   -67.50000    -72.83000
   -67.00000    -72.33000
   -67.00000    -71.83000
   -67.50000    -71.50000
   -67.50000    -70.92000
   -68.00000    -70.42000
   -68.50000    -70.00000
   -68.50000    -69.42000
   -67.33000    -69.42000
   -66.67000    -69.08000
   -67.33000    -68.83000
   -66.83000    -68.50000
   -66.83000    -68.08000
   -67.50000    -67.75000
   -67.50000    -67.42000
   -68.50000    -67.75000
   -69.25000    -67.75000
   -69.33000    -67.33000
   -68.67000    -66.92000
   -67.83000    -66.67000
   -67.67000    -67.08000
   -67.00000    -67.00000
   -66.33000    -67.33000
   -66.33000    -66.83000
   -65.50000    -66.58000
   -65.83000    -66.25000
   -65.00000    -65.92000
   -64.00000    -65.50000
   -64.00000    -65.08000
   -63.00000    -65.17000
   -62.67000    -64.75000
   -61.67000    -64.67000
   -61.50000    -64.25000
   -61.00000    -64.00000
   -59.67000    -63.83000
   -58.83000    -63.58000
   -58.00000    -63.33000
   -57.17000    -63.25000
   -56.67000    -63.58000
   -57.33000    -63.58000
   -58.17000    -63.83000
   -57.25000    -63.83000
   -57.33000    -64.42000
   -58.17000    -64.33000
   -58.67000    -64.00000
   -59.00000    -64.50000
   -59.67000    -64.33000
   -60.50000    -64.67000
   -61.33000    -65.00000
   -62.00000    -65.42000
   -62.17000    -65.75000
   -62.33000    -66.08000
   -62.67000    -66.50000
   -63.50000    -66.25000
   -64.00000    -66.50000
         NaN          NaN
   -64.00000    -66.50000
